,angle,torque
0,58.07058104632578,0.6699017245899492
1,58.07213088153085,0.6715602023731524
2,58.07833022235117,0.6715602023731524
3,58.08142989276132,0.6715602023731524
4,58.0829797279664,0.6726658542286211
5,58.08762923358164,0.6743243320118243
6,58.09227873919687,0.6737715060840899
7,58.09847808001719,0.6759828097950273
8,58.1046774208375,0.6765356357227618
9,58.107777091247655,0.6765356357227618
10,58.110876761657806,0.6770884616504962
11,58.11552626727304,0.6781941135059649
12,58.1186259376832,0.6792997653614337
13,58.12637511370859,0.6787469394336992
14,58.13257445452891,0.679852591289168
15,58.148072806579684,0.6815110690723711
16,58.14652297137461,0.6809582431446367
17,58.15117247698984,0.6809582431446367
18,58.15272231219492,0.6837223727833086
19,58.16357115863046,0.6853808505665118
20,58.168220664245695,0.6837223727833086
21,58.17132033465586,0.6864865024219805
22,58.179069510681245,0.6864865024219805
23,58.18061934588633,0.6870393283497149
24,58.18681868670664,0.6875921542774492
25,58.18836852191171,0.6875921542774492
26,58.19766753314218,0.6875921542774492
27,58.2038668739625,0.6903562839161211
28,58.21006621478281,0.6903562839161211
29,58.213165885192964,0.6903562839161211
30,58.224014731628515,0.6898034579883867
31,58.224014731628515,0.693120413554793
32,58.2317639076539,0.6925675876270586
33,58.230214072448824,0.693120413554793
34,58.237963248474216,0.693120413554793
35,58.24106291888437,0.6942260654102618
36,58.2457124244996,0.6947788913379961
37,58.253461600525,0.697543020976668
38,58.25966094134531,0.6964373691211992
39,58.26586028216562,0.6980958469044024
40,58.27050978778085,0.6997543246876055
41,58.27515929339609,0.6992014987598711
42,58.27670912860117,0.7003071506153399
43,58.282908469421486,0.7008599765430743
44,58.29065764544687,0.701965628398543
45,58.295307151062104,0.7036241061817461
46,58.29995665667734,0.7030712802540118
47,58.30770583270273,0.7058354098926837
48,58.312355338317964,0.7052825839649493
49,58.3170048439332,0.7058354098926837
50,58.320104514343356,0.7069410617481524
51,58.32785369036874,0.7069410617481524
52,58.33560286639414,0.7080467136036211
53,58.337152701599216,0.7091523654590899
54,58.34490187762461,0.7097051913868243
55,58.35265105364999,0.7097051913868243
56,58.35730055926523,0.7113636691700274
57,58.35730055926523,0.7119164950977618
58,58.365049735290626,0.7119164950977618
59,58.37589858172617,0.7124693210254961
60,58.38209792254648,0.7146806247364337
61,58.3805480873414,0.7141277988086993
62,58.38364775775156,0.715233450664168
63,58.38984709857187,0.7157862765919024
64,58.39604643939218,0.7157862765919024
65,58.39759627459726,0.7179975803028399
66,58.40534545062265,0.7174447543751055
67,58.40844512103281,0.7185504062305743
68,58.413094626648046,0.719656058086043
69,58.41774413226328,0.719656058086043
70,58.42394347308359,0.7207617099415118
71,58.42394347308359,0.7213145358692461
72,58.42704314349375,0.7218673617969805
73,58.4301428139039,0.7229730136524493
74,58.43324248431406,0.724078665507918
75,58.43479231951913,0.7235258395801837
76,58.44099166033945,0.7251843173633867
77,58.44254149554453,0.7251843173633867
78,58.4440913307496,0.7251843173633867
79,58.451840506775,0.7273956210743243
80,58.453390341980075,0.7273956210743243
81,58.45803984759531,0.7290540988575274
82,58.46268935321054,0.7290540988575274
83,58.46733885882578,0.7296069247852618
84,58.46888869403085,0.7296069247852618
85,58.470438529235935,0.7307125766407305
86,58.473538199646086,0.7312654025684648
87,58.473538199646086,0.732923880351668
88,58.4797375404664,0.732923880351668
89,58.47818770526132,0.7334767062794024
90,58.4797375404664,0.7345823581348712
91,58.484387046081636,0.7356880099903399
92,58.48903655169687,0.7356880099903399
93,58.49058638690195,0.7367936618458086
94,58.493686057312104,0.7367936618458086
95,58.49833556292734,0.7373464877735431
96,58.501435233337496,0.7378993137012774
97,58.50298506854257,0.7390049655567461
98,58.507634574157805,0.7390049655567461
99,58.504534903747654,0.7406634433399493
100,58.50918440936289,0.7412162692676837
101,58.50918440936289,0.7406634433399493
102,58.515383750183204,0.7412162692676837
103,58.518483420593356,0.7428747470508867
104,58.52313292620859,0.7434275729786212
105,58.529332267028906,0.7434275729786212
106,58.53088210223398,0.7439803989063555
107,58.535531607849215,0.7445332248340899
108,58.54328078387461,0.7445332248340899
109,58.541730948669525,0.7456388766895586
110,58.54483061907968,0.7461917026172931
111,58.54948012469492,0.7467445285450274
112,58.55102995989999,0.7472973544727618
113,58.55412963031016,0.7484030063282305
114,58.55412963031016,0.7489558322559648
115,58.55412963031016,0.7500614841114336
116,58.56187880633554,0.7489558322559648
117,58.56187880633554,0.7500614841114336
118,58.566528311950776,0.7511671359669024
119,58.569627982360934,0.7522727878223712
120,58.57737715838633,0.7522727878223712
121,58.58047682879648,0.7539312656055742
122,58.58202666400156,0.7539312656055742
123,58.58512633441171,0.7550369174610431
124,58.59132567523203,0.7555897433887774
125,58.59597518084726,0.7578010470997149
126,58.597525016052344,0.7572482211719805
127,58.597525016052344,0.7583538730274493
128,58.603724356872654,0.7600123508106524
129,58.60527419207773,0.759459524882918
130,58.60682402728281,0.7611180026661212
131,58.6145732033082,0.7627764804493242
132,58.62077254412851,0.7627764804493242
133,58.623872214538665,0.7633293063770586
134,58.631621390564064,0.7655406100879961
135,58.63937056658945,0.7671990878711993
136,58.63937056658945,0.7677519137989336
137,58.64092040179453,0.7688575656544024
138,58.64247023699961,0.7705160434376055
139,58.64711974261484,0.7699632175098712
140,58.648669577819916,0.7732801730762774
141,58.650219413025,0.7732801730762774
142,58.65331908343515,0.7754914767872149
143,58.65641875384531,0.777149954570418
144,58.657968589050384,0.7782556064258868
145,58.665717765075776,0.7788084323536212
146,58.668817435485934,0.7810197360645587
147,58.67036727069102,0.7810197360645587
148,58.67501677630625,0.7826782138477618
149,58.679666281921484,0.7848895175586993
150,58.682765952331636,0.7848895175586993
151,58.685865622741794,0.7876536471973712
152,58.685865622741794,0.790417776836043
153,58.685865622741794,0.7898649509083087
154,58.6920649635621,0.7926290805469806
155,58.69051512835703,0.7937347324024493
156,58.693614798767186,0.7937347324024493
157,58.69671446917734,0.7964988620411212
158,58.70291380999765,0.799262991679793
159,58.70446364520273,0.7998158176075274
160,58.70756331561289,0.8025799472461993
161,58.71841216204844,0.8031327731739336
